evt,LepGood1_charge,LepGood2_charge,LepGood1_convVeto,LepGood2_convVeto,LepGood1_lostHits,LepGood2_lostHits,LepGood1_mvaTTH,LepGood2_mvaTTH,LepGood1_pdgId,LepGood2_pdgId,LepGood1_pt,LepGood2_pt,LepGood1_tightCharge,LepGood2_tightCharge,met_pt,mhtJet25,minMllAFAS,nBJetLoose25,nBJetMedium25,nJet25,nLepGood10
2295,-1,-1,1,1,0,0,0.968991219997,0.955015063286,13,13,154.955307007,96.4555358887,2,2,102.923316956,104.846244812,209.766983032,2,1,5,2
2597,-1,-1,1,1,0,0,0.522828221321,0.959254205227,13,13,57.5254821777,46.4981536865,2,2,42.4589157104,33.0788421631,82.0608520508,3,1,5,2
2600,1,1,1,1,0,0,0.072267703712,0.973443210125,-13,-13,49.6547813416,20.9451293945,2,2,128.925857544,72.2421722412,30.5104084015,1,1,6,2
11798,-1,-1,1,1,1,0,0.976342380047,0.928604364395,13,13,86.7814331055,42.6931037903,2,2,188.834609985,169.158096313,79.6081085205,2,1,8,2
20174,1,1,1,1,0,0,0.981579065323,0.973657906055,-13,-13,81.6091842651,29.8828792572,2,2,141.422683716,77.7381515503,95.2758865356,2,0,5,2
23362,-1,-1,1,1,0,0,0.95878213644,0.962982535362,13,13,44.3094940186,29.5592079163,2,2,24.0598621368,56.1149559021,71.442527771,3,3,3,2
42582,-1,-1,1,1,0,0,-0.157778307796,-0.511740624905,13,13,40.3900756836,25.3121128082,2,2,64.5959320068,47.0023269653,1.68105530739,2,2,3,2
58391,-1,-1,1,1,0,0,0.974608242512,0.97883272171,13,13,104.670631409,24.8823242188,2,2,87.1734695435,85.4668579102,133.02204895,2,1,5,2
70902,-1,-1,1,1,0,0,0.952018558979,0.870063960552,13,13,57.122379303,27.4727077484,2,2,79.2681045532,55.9063224792,80.6303405762,0,0,5,2
70931,-1,-1,1,1,0,0,0.914428770542,0.970860362053,13,13,88.2545471191,72.9055328369,2,2,130.408721924,80.2931594849,161.46534729,2,2,5,2
130516,-1,-1,1,1,0,0,0.970852315426,0.979006230831,13,13,158.039855957,92.1181488037,2,2,281.810028076,218.18762207,93.357635498,2,1,3,3
196940,-1,-1,1,1,0,0,0.980741024017,0.821246623993,13,13,31.5504608154,25.7160663605,2,2,111.339118958,76.8775177002,56.6988258362,2,1,6,2
178894,1,1,1,1,0,0,0.616621613503,0.920958995819,-13,-13,91.1850814819,72.8065719604,2,2,65.6452102661,108.18712616,11.6438398361,0,0,9,4
186749,-1,-1,1,1,0,0,0.978851854801,0.802732825279,13,13,122.428573608,22.7971801758,2,2,10.1597261429,49.8985900879,114.072349548,2,2,5,2
4776,1,1,1,1,0,0,0.927155852318,0.948757171631,-13,-13,37.7813987732,28.0715370178,2,2,53.6388435364,12.2703237534,105.919898987,2,0,4,2
4781,1,1,1,1,0,0,0.734383583069,0.935115039349,-13,-13,86.9038391113,77.6397171021,2,2,149.988983154,129.441085815,43.1916770935,2,1,4,3
8574,-1,-1,1,1,0,0,0.954334974289,0.986885607243,13,13,174.908172607,60.5001373291,2,2,32.7370796204,95.3871688843,25.0981082916,1,1,3,4
8594,1,1,1,1,0,0,0.980090856552,0.511699318886,-13,-13,79.022605896,63.454875946,2,2,81.9452667236,80.213973999,13.5635824203,1,1,1,3
49526,-1,-1,1,1,0,0,0.980728685856,0.956451714039,13,13,535.574951172,424.500213623,2,2,209.803131104,202.128616333,32.5175704956,1,1,4,3
38398,-1,-1,1,1,0,0,0.985944092274,0.931885898113,13,13,50.7324333191,23.2279090881,2,2,259.129486084,257.950714111,39.0246162415,1,1,5,2
66029,1,1,1,1,0,0,-0.976594269276,0.978514909744,-13,-13,88.5117645264,68.0887145996,2,2,77.5404281616,58.4278106689,92.1753845215,1,1,3,2
108269,-1,-1,1,1,0,0,0.932376086712,0.986716210842,13,13,46.2753791809,43.0004501343,2,2,85.5425262451,24.8569221497,79.3489074707,2,1,6,2
66373,1,1,1,1,0,0,0.609039187431,0.978701651096,-13,-13,43.4850502014,41.8713989258,2,2,84.7731704712,133.169342041,71.4991455078,0,0,1,2
88561,-1,-1,1,1,0,0,0.658972740173,0.975910305977,13,13,77.4239578247,52.1097984314,2,2,28.8601112366,102.140190125,123.414375305,1,1,5,2
109365,-1,-1,1,1,0,0,0.88900411129,0.983163833618,13,13,97.4612884521,95.2836227417,2,2,68.8530883789,71.6170043945,107.020729065,4,1,7,2
82747,-1,-1,1,1,0,0,-0.558814466,0.0012034928659,13,13,119.654602051,57.4363098145,2,2,148.367401123,66.9233627319,4.89382219315,1,0,3,3
84628,1,1,1,1,0,0,0.966533005238,0.977639436722,-13,-13,29.8502254486,20.8101634979,2,2,106.552024841,121.522491455,10.2168445587,2,0,5,2
95228,1,1,1,1,0,0,0.925471186638,0.900253891945,-13,-13,105.812263489,73.665725708,2,2,49.8460922241,118.325538635,94.2424163818,2,0,6,3
116823,1,1,1,1,0,0,0.981691241264,0.944159209728,-13,-13,79.9171142578,33.446308136,2,2,99.7175750732,116.009658813,102.179603577,2,1,5,2
127554,-1,-1,1,1,0,0,0.985913336277,0.984914422035,13,13,77.2510528564,61.4177284241,2,2,108.101486206,22.2461090088,13.8288764954,1,0,3,3
127558,1,1,1,1,0,0,0.927739024162,-0.946288228035,-13,-13,134.839324951,21.0994377136,2,2,93.165222168,103.507331848,73.2808914185,1,0,6,2
142909,1,1,1,1,0,0,0.953534424305,0.955195605755,-13,-13,38.0241355896,36.7010803223,2,2,105.899055481,103.920692444,18.445192337,2,1,8,2
142959,-1,-1,1,1,0,0,0.874835729599,0.962669312954,13,13,124.301879883,36.9398612976,2,2,18.7979221344,92.1808013916,168.65071106,2,2,6,2
142988,-1,-1,1,1,0,0,0.942919909954,0.963318943977,13,13,39.4076690674,39.1700286865,2,2,16.5595149994,22.4271526337,53.9790153503,2,2,4,2
142989,1,1,1,1,0,0,0.894394814968,0.773052215576,-13,-13,103.012565613,86.7926483154,2,2,255.470916748,332.374725342,83.6835632324,4,3,6,2
171206,1,1,1,1,0,0,0.878195166588,0.927658498287,-13,-13,39.3372879028,33.735534668,2,2,40.5594902039,23.4457874298,10.6523141861,1,1,4,3
193218,1,1,1,1,0,0,-0.205691605806,0.147505030036,-13,-13,34.899597168,24.0238418579,2,2,130.228591919,202.876205444,45.7244720459,0,0,2,2
5253,-1,-1,1,1,0,0,0.983585894108,0.973447203636,13,13,155.189071655,25.1747703552,2,2,85.8854980469,188.702331543,25.2033233643,2,1,5,3
5257,1,1,1,1,0,0,-0.967526853085,0.911565184593,-13,-13,21.9162197113,21.5249633789,2,2,108.717483521,85.6544570923,47.475151062,2,2,5,2
5283,1,1,1,1,0,0,0.975675225258,0.685444891453,-13,-13,93.6541824341,63.2472305298,2,2,21.3531551361,61.1888313293,137.360076904,0,0,5,2
12555,-1,-1,1,1,1,0,0.977064967155,-0.0144293559715,13,13,53.1864738464,29.4433250427,2,2,117.323730469,112.529693604,78.3098678589,3,0,3,2
80265,1,1,1,1,0,0,0.987262010574,0.942369639874,-13,-13,142.393325806,40.0346984863,2,2,154.392471313,203.829681396,10.4027910233,2,2,5,3
66590,-1,-1,1,1,0,0,0.965491235256,0.964560031891,13,13,27.9690818787,22.9998283386,2,2,59.8475189209,92.7770462036,25.1747398376,2,2,5,2
128937,-1,-1,1,1,0,0,0.946630895138,0.987367749214,13,13,61.2013702393,54.7271690369,2,2,38.9112167358,35.7395820618,73.0919799805,3,1,5,2
128972,1,1,1,1,0,0,0.976625621319,0.809457600117,-13,-13,74.7839508057,48.5605430603,2,2,92.9951248169,68.4883270264,80.7032699585,2,2,2,3
92898,-1,-1,1,1,0,0,0.978262543678,0.974794387817,13,13,160.661895752,39.3590507507,2,2,79.7766799927,67.0927429199,150.287017822,2,0,4,2
111187,1,1,1,1,0,0,0.776463031769,0.934267282486,-13,-13,172.549118042,23.4975280762,2,2,127.934196472,102.666770935,123.160728455,2,2,3,2
138516,1,1,1,1,0,0,0.988714158535,0.988364756107,-13,-13,86.1198196411,40.6549758911,2,2,19.0865783691,28.1401233673,113.086555481,3,2,6,2
145335,-1,-1,1,1,0,0,0.925821244717,0.982219159603,13,13,46.1369934082,25.3520793915,2,2,99.928062439,85.9259109497,27.2010269165,1,0,6,2
139315,-1,-1,1,1,0,0,0.874362468719,0.514695763588,13,13,50.9580917358,48.2930488586,2,2,119.649719238,37.2099761963,62.8932533264,2,1,5,2
171752,1,1,1,1,0,0,0.983826458454,0.95781904459,-13,-13,105.305656433,62.0648918152,2,2,44.4355583191,118.159805298,8.23876857758,1,1,5,3
175883,-1,-1,1,1,0,0,0.978446185589,-0.981608271599,13,13,79.1909179688,40.2219810486,2,2,27.8707370758,55.7256317139,33.6250991821,3,2,4,3
178459,1,1,1,1,0,0,0.977185547352,0.977432549,-13,-13,102.760917664,66.1923751831,2,2,112.671257019,100.282875061,54.9276847839,3,1,5,3
6761,-1,-1,1,1,0,0,0.866691768169,0.964080810547,13,13,36.6585693359,32.1798095703,2,2,24.0453739166,48.0985450745,13.6563034058,2,0,3,3
20742,-1,-1,1,1,0,0,0.976673901081,0.971390902996,13,13,62.719707489,35.4049758911,2,2,24.8875102997,6.6512298584,53.1533813477,2,1,5,2
24329,1,1,1,1,0,0,0.984263062477,0.93683552742,-13,-13,53.3248023987,28.2160968781,2,2,102.389099121,148.43359375,24.306936264,2,1,6,2
30748,-1,-1,1,1,0,1,0.933771967888,0.979517936707,13,13,90.0397567749,37.1488838196,2,2,27.0903606415,30.3915100098,135.444869995,1,0,3,2
96059,1,1,1,1,0,0,0.979293823242,-0.953370392323,-13,-13,46.3143348694,34.9469146729,2,2,50.5422592163,61.1391410828,36.510017395,4,3,6,2
96085,-1,-1,1,1,0,0,-0.988702595234,0.968952298164,13,13,29.4954471588,23.093044281,2,2,111.816696167,58.3719291687,53.876411438,4,3,8,2
75372,-1,-1,1,1,0,0,0.953717470169,0.871281266212,13,13,54.5838241577,21.729850769,2,2,109.729705811,89.5767593384,22.7477455139,2,0,6,2
156610,-1,-1,1,1,0,0,0.97951990366,-0.930460512638,13,13,33.2434959412,29.5622730255,2,2,60.1813659668,73.9247970581,36.2934112549,2,2,3,3
198565,1,1,1,1,0,0,0.972738862038,0.928369581699,-13,-13,30.1895332336,21.2745914459,2,2,48.1612358093,100.184074402,38.5741577148,2,1,3,2
198578,1,1,1,1,0,0,0.949422001839,-0.801192224026,-13,-13,124.750923157,61.9573326111,2,2,94.6606140137,116.158203125,9.85502529144,2,2,4,3
