evt LepGood1_charge LepGood2_charge LepGood1_convVeto LepGood2_convVeto LepGood1_lostHits LepGood2_lostHits LepGood1_mvaTTH LepGood2_mvaTTH LepGood1_pdgId LepGood2_pdgId LepGood1_pt LepGood2_pt LepGood1_tightCharge LepGood2_tightCharge met_pt mhtJet25 minMllAFAS nBJetLoose25 nBJetMedium25 nJet25 nLepGood10
2776 1 1 1 1 1 0 -0.265322446823 0.247108802199 -11 -11 29.1967697144 17.7812538147 1 2 7.725440979 34.1964797974 35.5176086426 2 1 4 2
11740 -1 -1 1 1 0 0 0.780018508434 0.914574205875 11 11 41.9210548401 39.230091095 2 2 76.9495315552 142.993103027 149.235488892 3 1 3 2
10141 -1 -1 1 1 0 0 0.916685163975 0.93316668272 11 11 48.4045562744 44.4025230408 2 2 154.686798096 121.635017395 57.4268035889 1 0 4 2
19252 -1 -1 1 1 0 0 0.821060419083 0.539920210838 11 11 20.9361743927 8.45771503448 2 2 379.33303833 270.614013672 41.4393806458 3 2 6 1
19270 -1 -1 1 1 0 0 0.912728428841 -0.974287092686 11 11 58.5265769958 13.4833145142 2 2 40.8415756226 53.1292228699 39.8234863281 2 1 3 2
22647 -1 -1 1 1 0 0 0.961790204048 0.615747690201 11 11 43.559677124 36.1759262085 2 2 121.580787659 87.9045410156 86.7205734253 3 3 4 2
20118 -1 -1 1 1 1 0 -0.0377530865371 0.430414289236 11 11 28.2691421509 15.4628105164 2 2 120.560089111 75.1173934937 45.0559501648 4 0 6 2
163234 1 1 1 1 0 0 0.875502407551 0.899807333946 -11 -11 201.600326538 113.425132751 2 2 400.582763672 537.918029785 114.465896606 1 1 7 2
199835 1 1 1 1 0 0 0.833303272724 0.787431120872 -11 -11 24.6884727478 23.2803993225 2 2 45.606338501 59.8794937134 68.8156967163 2 0 6 2
199853 -1 -1 1 1 0 0 0.9679864645 -0.729746758938 11 11 76.5504837036 34.4920310974 2 2 48.1100616455 30.0318393707 102.895111084 1 0 3 2
59364 1 1 1 1 0 0 0.881481170654 0.919503629208 -11 -11 101.463577271 69.9193496704 2 2 52.856136322 87.596824646 63.5101089478 4 3 7 2
42552 1 1 1 1 0 0 0.834130644798 -0.982203185558 -11 -11 78.2443237305 32.2972297668 0 1 28.4993152618 75.2582855225 100.036834717 3 2 6 2
42587 1 1 1 1 0 0 0.894515275955 -0.43804243207 -11 -11 51.2043037415 8.52471160889 2 2 32.309211731 29.1038570404 31.4101829529 2 2 7 1
30544 1 1 1 1 0 0 -0.961321651936 0.948386967182 -11 -11 33.9922294617 27.216211319 2 2 22.206785202 26.112154007 37.2115058899 4 4 6 2
57198 1 1 1 1 0 0 0.856096982956 0.828627586365 -11 -11 145.879089355 105.340431213 2 2 106.202636719 155.259841919 26.9501743317 2 1 4 3
72020 1 1 1 1 0 0 -0.709153652191 0.45537725091 -11 -11 91.0676956177 77.9829559326 2 0 93.6819915771 43.7308387756 167.327819824 3 1 4 2
72058 1 1 1 1 0 0 0.930853068829 0.898133158684 -11 -11 69.0430297852 42.1306343079 2 2 156.769454956 142.11656189 73.1878356934 1 0 3 2
131318 1 1 1 1 0 0 0.725866496563 0.806160092354 -11 -11 44.7558898926 25.6535110474 2 2 165.651153564 123.955482483 54.2722663879 1 0 2 3
176437 1 1 1 1 0 0 -0.15520131588 -0.316416561604 -11 -11 23.5212860107 17.1666717529 2 2 124.468955994 123.320411682 34.5536193848 2 1 4 2
176448 -1 -1 1 1 0 0 -0.757494211197 0.393655121326 11 11 33.2325439453 8.55387115479 2 2 32.6514472961 77.204574585 24.3385505676 2 2 5 1
178879 1 1 1 1 0 0 0.91395419836 0.880240023136 -11 -11 103.252304077 56.1195411682 2 2 214.098129272 173.446029663 11.9083471298 2 1 4 2
186731 -1 -1 1 1 0 0 0.949142158031 0.404213398695 11 11 25.809129715 25.4282722473 2 2 45.3495826721 71.4715805054 69.3176269531 3 1 7 2
5084 -1 -1 1 0 0 0 0.955048620701 -0.416104048491 11 11 67.5532302856 42.5877876282 2 2 59.5770797729 31.390750885 209.1146698 1 0 4 2
8509 -1 -1 1 1 0 0 0.960206627846 0.790022432804 11 11 97.8878631592 17.4669265747 2 2 27.5466213226 41.0717010498 94.111541748 3 3 3 2
38215 1 1 1 1 0 0 0.898127555847 0.0313646569848 -11 -11 39.8142814636 18.3634586334 2 2 73.5788803101 72.0587310791 67.0196456909 2 2 3 2
49519 1 1 1 1 0 0 -0.363994002342 -0.945811629295 -11 -11 29.748298645 15.9772939682 2 2 93.2701187134 78.0152130127 38.4627037048 0 0 4 2
53308 1 1 1 1 0 0 0.966993927956 0.169283047318 -11 -11 88.0906066895 69.2316970825 2 2 94.1492004395 113.884819031 128.29675293 1 1 5 2
53312 -1 -1 1 1 0 0 0.886552333832 0.970332324505 11 11 53.4270935059 49.4596557617 2 2 60.0272941589 90.4085388184 18.018404007 2 1 4 4
55734 -1 -1 1 1 0 0 0.96053647995 0.932065844536 11 11 54.8162956238 36.3821258545 2 2 16.9990577698 71.9942321777 78.0365447998 3 1 5 2
66068 1 1 1 1 0 0 -0.973376214504 0.8044064641 -11 -11 63.0446434021 30.5788574219 2 2 81.4277801514 60.3772315979 76.5933227539 3 2 6 2
107360 1 1 1 0 0 0 0.299967110157 -0.861246824265 -11 -11 78.9416427612 36.832901001 2 2 62.8681373596 130.432128906 7.26122093201 2 2 6 2
108222 1 1 1 1 0 0 0.743038415909 0.934376120567 -11 -11 82.411895752 62.7588768005 2 2 159.383224487 140.846405029 151.157592773 3 3 3 2
64422 1 1 1 1 0 0 0.0863139182329 0.591846704483 -11 -11 57.6304397583 48.6213340759 2 2 304.605987549 368.201202393 43.3378639221 1 1 3 3
64466 1 1 0 1 1 0 0.58999735117 0.945381879807 -11 -11 144.749755859 52.449054718 1 2 13.4032487869 33.5640602112 175.893310547 3 1 4 2
109301 -1 -1 1 0 0 0 0.944870889187 -0.937412619591 11 11 50.6303405762 24.6023521423 2 1 78.190612793 54.5860595703 69.9536972046 4 4 4 2
82785 -1 -1 1 1 0 0 0.963428735733 0.970797777176 11 11 114.289382935 34.2158203125 2 2 267.669342041 154.615707397 87.6384735107 3 2 5 2
116814 1 1 1 1 0 0 0.529286086559 0.367894619703 -11 -11 27.3489112854 9.278632164 0 2 113.579055786 76.8794174194 39.220954895 1 1 5 1
117408 -1 -1 1 1 0 0 0.665895700455 0.791204750538 11 11 32.8248214722 28.4654045105 2 2 97.5420074463 139.492996216 77.9771957397 1 1 3 2
117498 1 1 1 1 0 0 0.873358428478 -0.550171136856 -11 -11 131.450180054 13.0893726349 2 2 97.7310714722 94.5613555908 38.6130027771 1 0 2 2
127544 1 1 1 1 0 0 0.80111604929 0.701371192932 -11 -11 70.2349700928 42.7132606506 2 2 34.7444915771 66.0361404419 106.388694763 3 3 7 2
127546 1 1 1 1 0 0 0.925411105156 -0.934101819992 -11 -11 76.6294326782 65.4638137817 2 2 79.9057617188 154.513092041 41.2714538574 2 1 4 3
139205 1 1 1 1 0 0 0.804011046886 -0.53431391716 -11 -11 57.5420379639 10.3858909607 2 2 60.6157264709 74.5808639526 47.7911338806 1 1 6 2
140387 -1 -1 1 1 0 0 0.911152303219 0.509294390678 11 11 38.8986053467 8.99389076233 2 2 214.612823486 213.249465942 30.7056407928 5 3 8 1
