evt LepGood1_charge LepGood2_charge LepGood1_convVeto LepGood2_convVeto LepGood1_lostHits LepGood2_lostHits LepGood1_mvaTTH LepGood2_mvaTTH LepGood1_pdgId LepGood2_pdgId LepGood1_pt LepGood2_pt LepGood1_tightCharge LepGood2_tightCharge met_pt mhtJet25 minMllAFAS nBJetLoose25 nBJetMedium25 nJet25 nLepGood10
2205 1 -1 1 1 0 0 0.980912864208 0.784207284451 -13 11 70.8849487305 25.4793014526 2 2 86.7395782471 141.182388306 89.6297607422 2 2 6 2
2221 -1 -1 1 1 0 0 0.95487177372 -0.95829308033 11 13 93.9418640137 19.9281368256 2 2 79.8906021118 68.5983505249 72.497177124 3 2 4 2
2231 -1 1 1 1 0 0 0.382512450218 0.94632512331 11 -13 61.906288147 30.0756340027 2 2 106.331504822 50.638458252 65.1332855225 2 1 5 2
2242 -1 1 1 1 0 0 0.86344897747 0.154332026839 11 -13 76.1235351562 11.3917331696 2 2 195.366149902 202.794662476 100.041023254 3 1 5 2
2245 1 1 1 1 0 0 -0.442545443773 -0.54515182972 -13 -11 19.3087387085 7.59161901474 2 2 95.7040634155 86.9356079102 10.3693408966 2 1 6 1
2250 -1 1 1 1 0 0 0.915792524815 -0.755181252956 13 -13 51.2582740784 11.5687332153 2 2 96.9652481079 85.7753448486 54.2850799561 1 1 3 2
2256 -1 1 1 1 0 0 -0.649690687656 -0.365914940834 13 -13 21.1638774872 19.6609592438 2 2 16.5220985413 15.9095726013 40.961227417 2 1 6 2
2269 1 -1 1 1 0 0 0.860722601414 0.100478358567 -11 11 105.294563293 9.5043554306 2 2 129.315429688 176.351104736 84.2415008545 4 2 5 1
2270 1 1 1 1 0 0 0.977170586586 -0.862716674805 -13 -13 87.6411209106 6.37552261353 2 2 121.501358032 91.8655319214 59.2856903076 2 2 5 1
2295 -1 -1 1 1 0 0 0.968991219997 0.955015063286 13 13 154.955307007 96.4555358887 2 2 102.923316956 104.846244812 209.766983032 2 1 5 2
2511 1 -1 1 1 0 0 0.406242340803 -0.913882851601 -11 11 30.3080444336 14.9499149323 2 2 70.4604797363 110.73374939 22.0422954559 2 1 8 2
2512 -1 1 1 1 0 0 0.931377351284 0.497320711613 13 -11 58.3180007935 17.3770236969 2 2 66.8656387329 54.5478973389 106.599067688 4 2 8 2
2520 -1 1 1 1 0 0 0.967454791069 0.118594944477 11 -11 69.3309555054 19.7920417786 2 2 86.5687103271 48.0746116638 74.9638061523 2 2 6 2
2530 1 -1 1 1 0 0 0.974773168564 0.957066476345 -13 11 83.0350036621 56.6821784973 2 2 50.2624511719 92.3885650635 67.8938140869 0 0 1 2
2541 1 -1 1 1 0 0 0.966682851315 0.939361393452 -11 11 131.356109619 80.2666168213 2 2 71.9578475952 41.4076004028 207.88218689 3 3 3 2
2550 -1 1 1 1 0 0 0.950950443745 -0.964090764523 13 -13 19.9684581757 15.4377002716 2 2 58.5907363892 110.134384155 38.5706100464 1 1 4 2
