evt LepGood1_charge LepGood2_charge LepGood1_convVeto LepGood2_convVeto LepGood1_lostHits LepGood2_lostHits LepGood1_mvaTTH LepGood2_mvaTTH LepGood1_pdgId LepGood2_pdgId LepGood1_pt LepGood2_pt LepGood1_tightCharge LepGood2_tightCharge met_pt mhtJet25 minMllAFAS nBJetLoose25 nBJetMedium25 nJet25 nLepGood10
11740 -1 -1 1 1 0 0 0.780018508434 0.914574205875 11 11 41.9210548401 39.230091095 2 2 76.9495315552 142.993103027 149.235488892 3 1 3 2
10141 -1 -1 1 1 0 0 0.916685163975 0.93316668272 11 11 48.4045562744 44.4025230408 2 2 154.686798096 121.635017395 57.4268035889 1 0 4 2
22647 -1 -1 1 1 0 0 0.961790204048 0.615747690201 11 11 43.559677124 36.1759262085 2 2 121.580787659 87.9045410156 86.7205734253 3 3 4 2
163234 1 1 1 1 0 0 0.875502407551 0.899807333946 -11 -11 201.600326538 113.425132751 2 2 400.582763672 537.918029785 114.465896606 1 1 7 2
199835 1 1 1 1 0 0 0.833303272724 0.787431120872 -11 -11 24.6884727478 23.2803993225 2 2 45.606338501 59.8794937134 68.8156967163 2 0 6 2
199853 -1 -1 1 1 0 0 0.9679864645 -0.729746758938 11 11 76.5504837036 34.4920310974 2 2 48.1100616455 30.0318393707 102.895111084 1 0 3 2
59364 1 1 1 1 0 0 0.881481170654 0.919503629208 -11 -11 101.463577271 69.9193496704 2 2 52.856136322 87.596824646 63.5101089478 4 3 7 2
42552 1 1 1 1 0 0 0.834130644798 -0.982203185558 -11 -11 78.2443237305 32.2972297668 0 1 28.4993152618 75.2582855225 100.036834717 3 2 6 2
30544 1 1 1 1 0 0 -0.961321651936 0.948386967182 -11 -11 33.9922294617 27.216211319 2 2 22.206785202 26.112154007 37.2115058899 4 4 6 2
57198 1 1 1 1 0 0 0.856096982956 0.828627586365 -11 -11 145.879089355 105.340431213 2 2 106.202636719 155.259841919 26.9501743317 2 1 4 3
72020 1 1 1 1 0 0 -0.709153652191 0.45537725091 -11 -11 91.0676956177 77.9829559326 2 0 93.6819915771 43.7308387756 167.327819824 3 1 4 2
72058 1 1 1 1 0 0 0.930853068829 0.898133158684 -11 -11 69.0430297852 42.1306343079 2 2 156.769454956 142.11656189 73.1878356934 1 0 3 2
131318 1 1 1 1 0 0 0.725866496563 0.806160092354 -11 -11 44.7558898926 25.6535110474 2 2 165.651153564 123.955482483 54.2722663879 1 0 2 3
178879 1 1 1 1 0 0 0.91395419836 0.880240023136 -11 -11 103.252304077 56.1195411682 2 2 214.098129272 173.446029663 11.9083471298 2 1 4 2
